sentence	label
"I've heard nothing but great things about the 2006 television mini-series, ""Planet Earth,"" narrated by my childhood idol David Attenborough. Nevertheless, whether it was screened down here in Australia or not, I never caught up with it, and when I happened upon the opportunity to see 'Earth (2007)'  a feature-length compilation of the same nature footage  on the big screen, I jumped at the chance. The theatre was basically empty; just one other patron sat in the row ahead of me, and it was as though I had, not only the big screen to myself, but, indeed, the entire planet Earth. For 90 minutes, I was lowered into the beauty and perils of the isolated wilderness, amongst some of the most beautiful living creatures ever captured on film. Awesome in its scope, and yet painfully intimate at times, 'Earth' is a heartfelt plea from the filmmakers to recognise the delicate balance of life on our planet, and how the intrusion of humans has placed countless glorious animal and plant species on the brink of extinction.<br /><br />Though the film, directed by Alastair Fothergill and Mark Linfield, obviously argues for the conservation of the wilderness, it refrains from beating us over the head with propaganda, and the puzzle that is politics is ignored altogether; indeed, there is not a human in sight. Instead, we are simply taken on a breathtaking journey into the majesty of the natural world, to experience the resilience, and also the fragility, of life on Earth. I hear that the original mini-series, which ran for eleven episodes, delves a lot deeper into the scientific background of world ecosystems, but I think that, here, the filmmakers made a wise decision to replace information with emotional impact: I can't remember the last time that I felt so inspired, and yet utterly heartbroken at the same time. By establishing an emotional link between the audience and a select few individual animals, anthropomorphising them to an extent, we are suddenly able to appreciate the ""human side"" of each species, and their hopeless plight for survival becomes less a statistic and more an unacceptable tragedy.<br /><br />'Earth' is basically comprised of a selection of dramatic episodes, whether it be the struggles of a female polar bear to lead her young cubs to the Arctic ice, or the tramp of an elephant herd towards the life-saving seasonal floodwaters of the Okavango Delta. The documentary demonstrates the delicate balance between life and death, most heartbreakingly exhibited in the desperate ballet of predator-prey interactions. Though occasionally, perhaps to cater towards a younger audience, the footage cuts itself short at the crucial moment, I regularly shed at tear at the inevitability of death in nature, and the raw instinct that fuels these animals' final, hopeless efforts at survival. There's even a haunting beauty to be found in the hunt, both in the slow-motion footage of a cheetah bringing down its prey {the result of a single fateful misstep}, or the majestic mid-air leap of a Great White Shark as it engulfs a hapless sea lion. It is this frail balance that has been fatally disrupted by the selfishness of our own species.<br /><br />Aside from these main stories, we are also treated to brief snippets of wildlife from around the world, including the birds of paradise of Papua New Guinea, and the autumn migration of the demoiselle cranes. Of course, entire films might have been dedicated to these species alone, and an inevitable consequence of having to sift through so much footage is that some interesting ecosystems are glossed over far took quickly. By choosing to focus most closely on the polar bear, elephant and humpback whale  tracing their lifestyles, via some astonishing high-definition time-lapse photography, throughout a calender year  the filmmakers were able to avoid any structural problems that might arise from having so much to show, and only 90 minutes to show it. Consequently, 'Earth' left me thirsting for more, and, fortunately, I now have approximately eleven hours more, as soon as I can track down a copy of the DVD box-set for ""Planet Earth."" Uplifting and tear-jerking, awe-inspiring and heartrending, 'Earth' is a truly magnificent documentary experience, and it might just be my favourite film of 2007."	0
"This is the kind of movie Hollywood needs to make more of. No extravagant props, no car chases, no clever one-liners. Just people dealing with being people.<br /><br />William Macy plays an unlikely hitman who works for his father, Donald Sutherland. Macy is the dutiful son, Sutherland is the domineering father. Son wants out of the business, father won't let him. Macy loves his own son, played beautifully by David Dorfman (""The Ring""). He also starts to fall in love with Neve Campbell, a girl he meets in the waiting room of his psychiatrist's office.<br /><br />It's an interesting juxtaposition of characters and the film follows the reluctant killer as he balances his own needs with those of his family. There are many touching scenes, especially between Macy and his little boy. And as you'd expect in a film with William Macy in it, there's a bit of humor too.<br /><br />Excellent job all around, actors and director. Nice to know they can still make a good film in Hollywood on a small budget."	0
Probably one of the most boriest slasher movies ever, badly acted and badly written.<br /><br />THE PLOT Five students staying behind during the holidays closing down a dorm, but somebody has designs on them and starts killing them off one by one, the main suspect is the creepy groundskeeper John Hemmitt played by Woody Roll, or could it be one of the five characters.<br /><br />ACTING Not that bad not that great either apart from Daphne Zungia who dies way too quickly and should have been the main heroine, and the rest well quite dull although Laura Lapinski the main heroine sometimes has her charm and you do feel sorry for her in the end.<br /><br />THE KILLS Can't really see why they banned this, the kills look fake mostly, one guy has his hand sliced in half in the beginning which looks really fake, but the others are quite nasty like one girl gets her head run over by a car, one girl gets boiled alive and another gets burned alive.<br /><br />OVERALL Not really a great slasher could have been a lot better	1
"Well well well. As good as John Carpenter's season 1 outing in ""Masters of Horror"" was, this is the complete opposite. He certainly proved he was still a master of horror with ""Cigarette Burns"" but ""Pro-Life"" is perhaps the worst I have seen from him.<br /><br />It's stupid, totally devoid of creepy atmosphere and tension and it overstays it's welcome, despite the less-than-an-hour running time. The script is nonsense, the characters are irritable and un-appealing and the conclusion is beyond absurd.<br /><br />And for those suckers who actually bought the DVD (one of them being me); did you see how Carpenter describes the film? He's actually proud of it and he talks about it as his best work for a long time, and he praises the script. And in the commentary track, where he notices an obvious screw up that made it to the final cut, he just says he didn't feel it essential to rectify the mistake and he just let it be there. I fear the old master has completely lost his touch. I sincerely hope I'm proved wrong.<br /><br />I want to leave on a positive note and mention that the creature effects are awesome, though. Technically speaking, this film is top notch, with effective lighting schemes and make up effects."	1
"This cowardly and offensive film had me intrigued to begin with. The characters are the familiar dispossessed young males frequently to be seen hanging around bored in a sea side town. Robert is an outsider but he has his music which could have been his soul. Instead Clay makes Robert into a freak who embarks on a journey into cannabis and ecstasy and getting in with the wrong crowd. Clay seems to believe in ""reefer madness"" and Robert ends the film as a homicidal rapist. One wonders how much experience of real life this young director has. No one can save poor Robert. Clay leaves us with the message that young British men are out of control. A very unsubtle link is made to the Iraqi insurgents; during the needlessly graphic rape we are subjected to explosions and images of war. The film shows male peer group extremism pushed to it's limits. The young bombers in London draw a parallel with Clay's hateful depiction of modern male. Clay implies that men simply cannot help themselves from inflicting terrible acts of violence. It is a wonder the British film industry allows money to be invested in films which advocate such divisive propaganda, when in London we are still reeling from the recent attacks. This is Clay's first film, I would be delighted if it is his last."	1
This movie is horrible. THe acting is a waste basket. No crying, no action, hopeless songs. Though the scenery is great. I have always wanted to go to Greece.<br /><br />Anyway, as for Saif, you'd expect a great performance, but even he let down the people.<br /><br />Akshay Kumar, recognized as the pimp of Bollywood and the voice of Singhs. He was sensational in this movie. For only this performance, Filmfare should introduce another award. The toiletries award for the worst performance. By the way the trophy should be a toilet seat.<br /><br />Kareena Kapoor. She first of all is not comparable to her sister Karisma. In acting, in looks, or in body. She now wants to prove to herself that she surpasses her. She comes into this movie wearing bikini's and tank tops and short shorts. I really wonder why Saif Ali Khan is letting his wife-to-be dress like that. But, she must've impressed some people dressing like that. And if you ask how, then consider every man is having an erection watching this movie. They are dreaming of having Kareena Kapoor in bed naked with a condom. Including me. Personally I think that she dressed like a whore, but I really liked it.<br /><br />I am forced to give it a 1/10, but I'd really give this movie a 0/10. An unachieved film.	1
Rain or shine outside, you enter a movie house. It makes you happy. (If not, come right out.) Lights go off. You settle down with a bar of ice cream. Moving pictures begin to flicker on the screen. You feel content. In the dark, you are back in the beginning of time. Sitting around the campfire...looking at the modern version of the flickering flames 24 times per second and sharing the joy of discovering the unknown turns and twists of the scenario with rest of your clan/spectators.<br /><br />Those who are not happy with themselves, should not write comments. (Long live romantic comedies...)	0
"I haven't seen ""Henry Fool"", but after watching ""Fay Grim"" I'm not sure I want to. Maybe Hartley aims to be the ""anti-thriller"" director---he sure succeeded with this yawner. Based on the official description---woman discovers that her dead husband's manuscript contains material that could pose a threat to national security---I expected a taut geopolitical drama. Instead I got flimsy structure, goofy dialog, flabby characterizations, a convoluted plot, and a ""tone"" that shifts so often it suggests that Hartley changed the script according to his mood at any given time. I can hang for a long time with a frustrating, hard-to-follow plot (e.g. ""Duplicity"") because I figure that the loose ends eventually will come together. Even when they don't, or they do but they leave lingering questions (e.g. ""Duplicity""), sharp writing and acting can hold one's interest. But half-way through ""Fay Grim"" I reached a deadly realization---I didn't know what was going on, and I didn't care. Too bad, because I really like Parker Posey, reduced here to working with an absurd part that asked her to morph from indifferent, estranged wife and indifferent, clueless mother to tough, shrewd international ""player"" capable of psychological mano a mano with terrorists. There's also bad casting. Jeff Goldblum can be very good, but he's not capable of overcoming miscasting as a CIA operative. He looks almost as uncomfortable in the role as I was watching him in it. His CIA sidekick is worse; he looks like a refugee from the quarterfinals of ""American Idol"" (are there really young CIA agents with big licks of hair rakishly draped over their foreheads?). Then there's the sticky question of the characters' ages. Goldblum was 54 when he made ""Fay Grim""; Thomas Jay Ryan, who plays ""Henry Fool"", was 44. Neither was made to look or seem older than their actual ages. Yet, a key point in the story is that they served as CIA agents in Nicaragua ""back in the '70s."" Goldblum's character would've been in his 20s then; Henry Fool would've been a teenager. Was Hartley being ""quirky"" or lazy? The problems are too numerous to list..."	1
"I am a Christian... and I feel this movie is awful.<br /><br />Nobody but hard-core, Bible-belt Christians are going to like this movie. The message is just too in your face. If you want to touch a wider audience, you have to be way more subtle. You can't have the dad waving the bible around and carrying it with him in EVERY scene. RIDICULOUS! <br /><br />Poor direction. The reveal of people missing should have been terrifying, but it was laughable. They leave their clothes on the ground? It reminded me of old Ed Wood movies: ""Oh my God! People are missing!"" That scene in the plane is just stupid. Think about it: if you found your relative's clothes next to you, you wouldn't just scream ""oh my god. they disappeared! they're missing!"" and start crying and yelling. You would first be in denial... you just wouldn't jump to that conclusion. Watch Jodie Foster in FLIGHTPLAN. My favorite shot is the dog sitting out on the lawn with a pile of clothes and boots sitting next to him. I about fell off the couch I was laughing so hard.<br /><br />The music was so bad and so distracting. It was as if the composer was in his own world scoring his own movies. ""here's my chance to do a thriller"", ""here's my chance to do action!"" STOP TELLING ME HOW TO FEEL JAMES COVELL! A good score supports what's happening on the screen... this movie needed more of an UNDER score, but instead it was as much in your face as the message was.<br /><br />The writing was bland. So was Captain Christian Kirk Cameron. Chelsea was the worse: ""you don't understand! People are missing!"". Brad Johnson was laughable. The two stand out performances came from the Anti-Christ and the older guy (sorry, can't remember their names) In watching the ""making of"" (to answer my question of ""what were they thinking???""), the producers and filmmakers and actors are just deluding themselves... saying ""we're gonna reach wide audiences"" and ""brad Johnson is amazing"" and ""this is just like a Hollywood movie"". I came to the conclusion that they just don't know what the ""heck"" they are doing.<br /><br />I commend the effort. Getting the message to a wide audience is a fantastic idea. Film is the best medium possible to do that. Look at movies like WIDE AWAKE, SIGNS, CONTACT, PASSION OF Christ, even O'BROTHER, WHERE ART THOU? The bottom line is that the film needed to be made by people who have talent and vision. Unfortunately, it was not."	1
A wonderfully quirky film with enough twists for a sack of pretzels. Parker Posey plays Fay Grim as a sexy, vulnerable, loving mother who may or may not be what she seems. The story is very tongue in cheek, and the dialog skillfully understated. Hints of humor and intrigue, neither of which overpower the characterization Posey pulls off so well. The supporting cast is stellar. The downside? This film needs your full attention, almost to the point of stopping the film and taking notes. Posey has more sex appeal in her lifting of an eyebrow than most actresses have in their entire body. She's worth your time, even if you don't understand the denouement.	0
I suppose that any novel that's as much of a downer as Moby Dick would not find much favor with Depression era audiences who had enough of their own troubles. But any resemblance to the classic Herman Melville novel is a pure coincidence. <br /><br />In fact half of the film is a prequel to the main story as we know it, not that too much of it was kept for the film. We first meet Ahab Creely (he's got a last name and a brother) as one happy go lucky soul with two legs and intentions to marry Joan Bennett who is Father Mapple's daughter. That brother Derek, played by Lloyd Hughes, also wants to marry Bennett.<br /><br />John Barrymore is Ahab in an over the top performance. Barrymore had not quite mastered the sound cinema and he gave out with all the silent era histrionics plus a stage voice that would have shaken the rafters of any movie theater this film was playing in.<br /><br />We see Ahab lose his leg to the great whale Moby Dick and I have to say the amputation scene was pretty gruesome. Of course this was all before the Code. Still I'm sure 1930 audiences shuddered.<br /><br />After that the story of Ahab's hunt for the whale that he thinks made him unsightly in Joan Bennett's eyes. That is not exactly Melville's motivation, in fact there are no women characters in Moby Dick as he wrote it.<br /><br />One of the things Melville did was invest the crew of Ahab's ship the Pequod with personalities. Other than Queequeg the cannibal harpooner the names are there, but not the personalities. Starbuck and Stubbs might as well be Smith and Jones.<br /><br />I'd see this version of Moby Dick strictly for curiosity and nothing else.	1
"I've seen this film criticized with the statement, ""If you can get past the moralizing..."" That misses the point. Moralizing is in the conscience of the beholder, as it were. This is a decent film with a standard murder mystery, but with a distinct twist that surfaces midway through. The resolution leaves the viewer wondering, ""What would I have done in this position?"" And I have to believe that's exactly what the filmmaker intended. To that end, and to the end of entertaining the audience, the film succeeds. I also like the way that the violence is never on stage, but just off camera. We know what has just happened; it's just not served up in front of us, then rubbed in our faces, as it would be today with contemporary blood and gore dressing. Besides, the violence is not the point. The point is the protagonist's moral dilemma, which is cleverly, albeit disturbingly, resolved."	0
One of the worst movies I've seen shoddy camera work, crappy filter usage, film was grainy, script was terrible, i mean come on, how predictable was the big battle at the end.....<br /><br />some of the fight scenes were okay i guess....<br /><br />some scenes were so bad it was comical ...like Sorbo getting the horse and riding at the end...LOL i mean really ..a horse? Oh cant forget how the bad assassins roll around in the same vehicle throughout the entire movie..one would think that after killling key witness and federal agents, they woulda been tracked down..ETC, ETC really don't bother watching it...	1
I remember when this came out a lot of kids were nuts about it. I guess I was a bit too old to get all excited and I was a fan of real martial arts films and always found this a bit cheesy.<br /><br />In the early 90's we were swamped with programs such as this making kids feel like they could fight and be a power ranger or an equal to these kids on 3 Ninjas. I think eventually parents and film makers alike got sick of it because all we had in reality was abunch of kids going around punching and hitting everyone.<br /><br />Many kids movies have some big point they're trying to make and its nice for your kids to watch and get the message, this one doesn't have any message at all...it just exploits a million difference things in less than 90 minutes.<br /><br />The movie has no great visual qualities but would one expect it to? The acting is pretty bad. Victor Wong is a cool actor but it was embarrassing to see him here.. The short, fat, gimped eyed old fart as a powerful ninja that was just hilarious. The kids over acted way too much and the youngest ninja Tum Tum was maybe the worst kid actor I have ever seen.<br /><br />The movie has a plot that anyone knows before they even read the review. 3 ninjas...yea you know they're gonna fight a bunch of bad guys and win obviously... Need I say more. Sorry if I spoiled it for anyone.<br /><br />With all that said KIDS WILL LOVE IT. This movie is aimed at kids and only children could enjoy it. If you don't mind your kid seeing movies about kids fighting this is a good movie to let them see. If you don't mind allowing your children to see complete garbage that has nothing to do with real martial arts, real acting or reality period then you have found a movie for your kids... I say kids because I think even the girls will like it... I recall all the girls having a crush on Rocky.<br /><br />2 out of 10 stars because I think you can make a movie for kids and still make it enjoyable for adults..this movie failed big time at that.. It is beyond cheesy and nothing original or unique and I would not allow a child of mine to watch it... Kung Fu the TV series is on DVD and there's tons of great Shaw Brothers films out there...Why not show your children things that will really entertain them and not make them dumb along the way, perhaps even teach them some moves and not just how to kick a man between the legs as grandpa did on 3 Ninjas...no no no...never kick a man between the legs ...never .. thats so unninja like.	1
"I wish I could give this movie a zero, or even lower, because sadly that's what it deserves. I honestly never walk out of a movie, but this one was so dreadfully awful that I couldn't stand another minute of it. Please,please, please- for the sake of mankind- skip this movie. If you want a hot lesbian movie that you can really delve into, this isn't it.<br /><br />It has unattractive, unappealing leads, choppy structure, ridiculous dialog, and it is absolutely unconvincing in every imaginable way. On an absolutely basic level, it fails to entertain. Everything about ""Mango Kiss"" is so stagey, it is WORSE than any student film I have seen.<br /><br />As if that weren't enough, the entire movie relies on constant (and I mean CONSTANT) voice over narration. The script writer may as well have written a novel, because they insisted on TELLING everything, instead of SHOWING it. We are just supposed to assume that Lou and Sassafras are the best of friends and have a special connection, even though there is no character development to illustrate this. Also, this film continues to introduce to new characters after the first five minutes, and not in a natural way, but in a freeze-frame of the characters with their name written over the screen. There is no introduction, no development of any of the characters. We don't really get to know any of them.<br /><br />This is the most amateur movie I have ever seen.<br /><br />I am a gay woman, who watched this film with my roommate (another gay woman) and we both found this movie to be a depressing representation of queer cinema. I am beginning to think that lesbian and gay movies are a lot like Christian rock - it doesn't matter how atrocious it is, people will still flock to it, and champion it, no matter how poor the quality is. Please don't rent this!! Instead, let's encourage the production of QUALITY gay and lesbian movies by renting ""But I'm a Cheerleader"" or ""Fire"" or ""Heavenly Creatures"", instead of swallowing whatever mindless tripe they aim at the gay community (i.e. Queer as Folk)."	1
"This movie is simply far too long, far too repetitive, with the male nudity and sexuality being (as this is said as a gay with my own collection of adult titles) far too gratuitous and unnecessary. Much of the first third of the movie could have been cut down to ten minutes and been equally as effective without trying the patience (and stamina) of an audience.<br /><br />I saw this movie on an early Saturday afternoon, with a film festival audience; the type of crowd that tends to be more adventuresome, interested in more experimental or atypical films, such as one without much dialog, shorts, foreign films. The near sell out crowd in an approximate 275 seat theater started to dribble out within the first half of the movie and while the great majority did stay for the ""pay off"" (which never actually arrived), I have never, in about 14 years of attending any number of film festivals, experimental, gay and otherwise, seen such a large number of people walk away from a film. <br /><br />This movie could easily have been cut down by more than half and been as effective as it was. It also could have gone in different directions, still with a shorter running time, and been far more effective.<br /><br />As it currently exists, this is not something that one can readily recommend or one I would have any desire to watch again."	1
"Roy Rogers stars as Jesse James and his look-alike, gambler man Clint Burns. George ""Gabby"" Hayes is Mr. Rogers's ex-pal, Sheriff Gabby. Gale Storm (Jane Fillmore) and Sally Payne (Polly Morgan) are a noteworthy team, as two reporters on the lookout for stories about the elusive outlaw hero.<br /><br />Of course, mistaken identity / impersonation is a plot development, since Rogers essays a ""dual role"". Rogers is charming, as usual; but, there is nothing really elevating this his performance above the ordinary - any potential to deliver a memorable Jekyll/Hyde performance is done in by poor material. The better pair to watch are Ms. Storm and Ms. Paye as the St. Louis Journal reporters - they are the film's highlight. The songs are fine, though badly synched. <br /><br />*** Jesse James at Bay (1941) Joseph Kane ~ Roy Rogers, George 'Gabby' Hayes, Gale Storm"	1
"I picked this up at the video store because of Tarantino's recommendation (""If you don't like (this), go f&^% yourself!"") on the box... seemed like a ringing endorsement.... I was expecting something a bit more like ""Death Proof""... not much actual violence in this one tho, or plot, of character, or dialogue. <br /><br />Look at the poster. It's all there. Stunts, and rock. It goes back and forth. A week or so in the life of an LA band that does a crappy magic show, at a level that you'd maybe see in one of the lesser casinos off the Strip, and an Aussie stuntman new in town finding his feet... They work, they meet girls, they party. End of story.<br /><br />The band obviously needed all that stuff because they are frankly second-tier, and playing a style that was already dated in 1978. It has to be said that the stunt bits in the film are genuinely spinetingling - that Aussie fellow really is something, and the film seems largely motivated by love and respect for the ""art"". I hung it there to see what crazy thing he'd do next. Just wish he could have found a better vehicle."	1
I was shocked and surprised by the negative reviews I saw on the web, I thought Cinderella 2 (as well as 3) is a very cute and funny sequel for everyone - kids and adults...like me, I am 22 years old.<br /><br />I also find it and very informative film, it shows lessons on being true to yourself and following your heart. I thought it has great animation, and the voice casting was very good; the songs performed by Brooke Allison too. Since this film has been divided into three flashbacks/stories, my favorite out of the three, is the story of when Jaq the mouse, became a human for a day, thanks to Fairy Godmother and her magic.	0
Cinderella In my opinion greatest love story ever told i loved it as a kid and i love it now a wonderful Disney masterpiece this is 1 of my favorite movies i love Disney. i could rave on and on about Cinderella and Disney all day but i wont i ll give you a brief outline of the story. When a young girl's father dies she has to live with her evil step mother and her equally ugly and nasty step sisters Drusilla and Anastasia. Made to do remedial house chores all day poor Cinderella has only the little mice who scurry around the house and her dog Bruno as friends. When one day a letter is sent to her house telling all available women to attend a royal ball. Cinderellas evil step mother and step sisters try to prevent her attendance Cinderella finally gets her dream and wish and is able to attend her captive beauty , Genorisity and beautiful nature help her win her prince.	0
Yet another insult and slap in the face to gay men everywhere. This lame attempt at a comedy has nothing to recommend it. Once again we have an attractive 'straight' hero who supposedly can't get any woman to be interested in him. Yeah, right! And we're also presented with the 'sympathetic, attractive' gay friend who is actually a fat, balding, ugly old man whom the lead is supposed to find attractive. Even I didn't find him appealing and I'm a fat, ugly old gay man (but thankfully not balding)! Whatever acting talent there may be here has been thrown away on a bad script, and truly awful direction. Mr. Sneedeker should be banned from filmdom, but then he's no different than the countless other hacks working in Hollyweed.	1
"I showed this to my 6th grade class about 17 years ago and the students loved it. I loved it, too. The story of the termites and their interaction with their environment is amazing. The cast of creatures is deep and they all play their parts well. The battle between the two cold-blooded titans is truly classic footage.<br /><br />Alan Root has done some incredible camera work and this should have won the Best Documentary Oscar. The copy I have doesn't have Orson Welles narrating it (Derek Jacobi) and it isn't called the ""Mysterious Castles of Clay,"" just ""Castles of Clay."" This makes me think that it must have been done with Welles added for star power and an Oscar push.<br /><br />I was lucky enough to find this VHS just recently and it is now my children's favorite movie. They brought it to the latest family gathering instead of a Disney movie. If you can find this movie you are indeed lucky."	0
What a snore-fest.<br /><br />Of all the bits of nostalgia that Hollywood has decided to remake and update, this is by far one of the most pointless. This was a totally pointless show in the first place, and we REALLY don't need a 'modern' update.<br /><br />Never mind the bigotry and sexism inherent in the system from the beginning, so many advances have been made, socially, since the show ran that the entire point of the show (if it ever had one) has been lost.<br /><br />Also, what is the point of having a character named Boss Hogg if he's NOT overweight?	1
"Let's be honest shall we? Al Gore no more TRULY cares about the environment than most folks care about contacting foot fungus. It's a hook! Make no mistake, Al Gore is a POLITICIAN! Three years ago he was busted/ticketed in his home state doing 70 mph in a 55 mph zone driving NOT a hybrid, a Yugo, or even a GM Metro but a LINCOLN (go google it if you like)! Or how about the fact that Mr. Gore & his Hollywood buddies continue to use a private fuel-guzzling jets to attend the premiers of ""An Inconvenient Truth."" So much for conservation huh, Al? Anyway, it takes a mere minute to subjectively look at ""An Inconvenient Truth"" & discover the main fundamental flaw. While the film parades out many seemingly impressive scientists to tell the audience the EFFECTS of supposed ""global Warming"" there is not one scientist to tell us the supposed CAUSE of it. For example: I can take a hundred folks out to a parking lot & they can point out an automobile which is not running right. BUT can they tell you with any degree of certainty WHY? Generally not! A second flaw, just how accurate were the weather instruments 100 years ago (the toilet wasn't even invented yet)? What did they have, a June bug in a match box? Hell, even 50-60 years ago? Therefore, how do we know with ANY degree of certainty that the planet is ""getting warmer"" when the records of yesteryear are highly questionable at best? Or that man is THE sole cause of it? The answer is we don't & Science is NEVER a consensus. Thirty years ago, Time Magazine did a cover proclaiming a ""New Ice Age"". The truth is that any 6th grade science teacher well versed in Earth Science will tell you that Volcanic Erruptions, Solar Activity & El Ninos have more to do with our eradicate changes in climate conditions than supposed ""Global Warming."" Finally, what Al Gore fails to adequately address is; even IF America decides to follow the global gospel according to Al & implement everything he recommends, how are we going to get the rest of the world to follow suit when we can't even get them to agree on something so obvious as terrorism? Answer: It's wishful thinking, Mr. Gore & you being a former VP of the USA know it! If the folks who produced ""An Inconvenient Truth"" were really honest, they would have titled their film ""Al Gore Wants Attention."" But what I'd really like is for someone to ask the former VP this; why were two of the planet's biggest polluters (AKA China & India) EXEMPT from abiding by the Kyoto Accords? Anyway, I hear the producers of A.I.T are working on their next film entitled ""Gnomes, Fairies & Elves: Our Endangered Friends."""	1
This movie is an utter waste of time, the plot is awful, the dialogue is awful.<br /><br />The acting is OK, but the actors have absolutely no plot or script to work with. The photography and some of the special effects are OK, too, but again there is nothing interesting in this movie to watch. There is no logical progression to the story, the story line is utter nonsense. It isn't even scary. For a movie to be scary, there has to be at least a small element of believability. This movie has no believability at all.<br /><br />There are only three characters in the movie. Each character is shallow and has no personality. <br /><br />Most of the special effects and make up work are both badly done, or at most mediocre.<br /><br />I hope you read this and do not waste time on this movie unless you are curious to see an entirely awful movie.	1
"and it doesn't help rohmer's case that a few years later Syberberg came along and made a staggeringly great piece of work on the same subject (with a little help from Wagner).<br /><br />maybe this movie didn't look so paltry when it came out, without the syberberg film to compare it to, which was probably shot on an even smaller sound stage with fewer resources. I actually can't recall at the moment whether there are horses in the syberberg film. all I know is, the German version is pure magic, while this one looks like some college production documented on film for archival purposes.<br /><br />the music... la musique... isn't even credited here on IMDb... but someone based it on 'airs from the 12th-14th centuries"" or something... well it isn't a great help to the film. it comes off as inauthentic and cheesy, comme le frommage mon cher!!!<br /><br />rohmer is one of those french auteurs who likes his leading men generally quite unattractive, too, and that doesn't help matters. syberberg's Parsifal was adorable, and can be seen on German television today selling some kind of special bicycle he invented. .. .<br /><br />I shudder to think what watching the syberberg on video is like. I remember that the last time I saw the film in a theater, the print was so bad that the experience was a whopping 5 hour travesty. But even then it would have to surpass what this version has to offer, I'm afraid.<br /><br />points for earnestness, for chutzpah, but... this film simply needed beau-coup more bucks. it doesn't look like a medieval manuscript it looks CHEAPO! BON MARCHE!! oh and yeah, it just ends very arbitrarily with Parsifal going to church and this cheesy passion play being interjected... blah!"	1
"I had first watched this several years ago on a now-defunct Sicilian TV channel; amazingly, the film emerged as a heftily-priced DVD from Criterion: not being sure what I had made of it initially (despite having attained cult status over the years, the achievement proper is clearly viewed with modesty even by genre buffs), I opted not to make the purchase  as I did with the similar and, to me, unfamiliar FIEND WITHOUT A FACE (1958). Recently, however, I managed to acquire THE BLOB via a copy of the Spanish DVD which, interestingly, ported over the two Audio Commentary tracks from the Criterion ""Special Edition""but, regrettably, I could not switch off the Spanish subtitles during playback of the main feature! Anyway, looking at the film anew, I was surprised by how much I enjoyed it (despite many a narrative flaw, which I will get to later)  as a pure example of 'B-movie' schlockiness (atypically shot in pleasant color) and a time-capsule illustrating late 1950s social attitudes. The male lead was an early role for Steve(n) McQueen and, though the actor may have subsequently looked at it with disdain, his sole contribution to the genre proves fairly engaging: not averse to juvenile kicks but still essentially a decent (and, more importantly, altruistic) kid. The special effects depicting the slimy and expanding creature are not too bad of its kind and period; the film itself rises to a good climax  beginning with the monster's invasion of a cinema (showing DAUGHTER OF HORROR [1953/7] as I mentioned recently in that film's review but being curiously screened 'flipped' and which sequence, incidentally, would be featured at the opening of a satirical Italian program actually called ""Blob""!). As to the admittedly minor quibbles I have with the film: the monster is not shown traveling  it just turns up at a variety of places, never being seen by anyone!; there is a baffling over-emphasis (tantamount to padding) on the kids' scrapes with Police; it is silly to have the town doctor shoot at The Blob  as if fluid, whatever its proportion, can be destroyed by bullets!; equally nonsensical is having the teenagers alert the townsfolk of the danger by making door-to-door visits (especially when considering that, at that stage, only McQueen had actually seen the monster in action)! An inferior sequel emerged in 1972 called BEWARE THE BLOB!; the original was then remade in 1988  I watched this not too long ago but it seems not to have made a lasting impression on me (though I know Micheal Elliott loves it). For the record, I will be following this viewing with two more collaborations between director Yeaworth and producer Jack H. Harris, namely 4D MAN (1959) and DINOSAURUS! (1960)."	0
There can be no questions of spoilers for this movie, the director beat us all too and spoiled this movie in oh so many ways.<br /><br />A blatant rip-off of stuff like Critters and Gremlins, this movie fails on so many levels to recapture the humour and horror of those better made films. It ends up a sleazy waste of time, where bad actors deliver bad dialogue in front of an idiot director, who occasionally tosses stuffed toys at them. They wrestle with said toys in much the same manner as old Tarzan films used to use rubber crocodiles, shaking them whilst screaming and trying their best to make it look slightly threatening. It's painful to watch, and not helped by the mental 80's fashions worn by the cast.<br /><br />Basically, some crazy little aliens who have been trapped by an aging security guard in a film lot finally get free after umpteen years confinement, and begin to telepathically screw around with peoples minds. The guards new recruit, the idiot who let them out despite repeated warnings, gets his gang of 80's friends together and they go off and have minor adventures together while trying to recapture the Grem... Hobgoblins.<br /><br />All life is here, with the gang consisting of a knucklehead jock, his 80's slut girlfriend, the 'hero's frigid and prissy girlfriend, and the young hero, lacking in confidence and wishing his girlfriend would put out anyway.<br /><br />First off comes the infamous rake fighting scene, where the ex-military jock shows how he was trained in the army to be a bully, poking the nerdy hero with the wrong end of a rake for what seems like hours. Then there's some running around, terminating in a real pie-fight style ending in a scuzzy nightclub with comedy hand-grenades blowing up everything except the people standing right next to them. Then the film sorta ends, and alls well that ends well.<br /><br />It's not. This is like watching a train wreck, you cant take your eyes off it, it's so bad. Perfect fare for Mystery Science Theater, but god-awful should you try to watch it alone and uncut. The Fashion Police still have a number of outstanding warrants for the cast, and I dare anyone not to laugh in outright derision at the rake fight. This scores 2 out of 10 at most, on a good day.	1
