sentence	label
"This is the movie Hollywood needs to make more of. No fancy props, no orderly chases, no clever one-liners. Exclusively people who have to do with being human beings. William Macy plays an unlikely heretic who works for his father Donald Sutherland. Macy's is the dutiful son, Sutherland the dominant father. Son wants out of business, father won't let him go. Macy loves his own son, wonderfully played by David Dorfman (""The Ring""). He also begins to fall in love with Neve Campbell, a girl he meets in the waiting room of his psychiatrist. It is an interesting juxtaposition between characters and the film follows the reluctant killer as he balances his own needs with those of his family. There are many touching scenes, especially between Macy and his little boy. And, as you would expect from a William Macy film, it also includes some humor. Outstanding work all round, actor and director. Good to know they can still make a good movie on a low budget in Hollywood."	0
One of the most boring slasher movies ever, poorly acted and poorly written. THE PLOT Five college students who stay in a dorm during the holidays, and yet someone has plans and starts killing them one by one, the main suspect being the creepy groundskeeper John Hemmitt, played by Woody Roll, or might it be one of the five. Not so bad about either and not so great about it, apart from Daphne Zungia, who dies far too quickly and should really have been the lead heroine, and the other roles pretty bland, though as the lead Laura Lapinsky, her charm sometimes palpable, and at the end you feel pity. THE KILLS Can't work out why this has been banned, killings usually look bogus, one guy's hand gets sliidtwice in the beginning, which looks really fake, but the others are pretty nasty, like a girl being run over by a car, one girl being boiled alive and another being burned alive. OVERALL No great slasher could have been much better	1
"Well. As good as John Carpenter's appearance in ""Masters of Horror"" was in Season 1, it's the opposite. With ""Cigarette Burns,"" he has demonstrated that he is still a master of horror, but ""Pro-Life"" is perhaps the worst I have of him. Silly, completely free of spooky atmosphere and tension and despite almost English running time still a welcome change. The script is nonsense, the characters irritating and unattractive, and the ending is beyond absurd. Go to the Cock-Suckers, who originally bought this DVD (one of whom was me), did you see how Carpenter described it? He is actually proud, talking about his best work in a long while and praising the script. And in the comments section, where he notes the obvious shambolic display that took them tively to the final cut, he simply says that he did not consider the error critical to Moyes and simply abandoned it. I am afraid the old master has lost touch. I sincerely hope that I can be prove wrong. I should like, however, to end on a positive note, and to say that the effects on living things are fascinating. Technically, the movie is first-rate with effective lighting moods and make-up effects."	1
"I was initially intrigued by this cowardly and insulting film. The figures are well-known dispossessed young men often lounging bored in a town by the sea. Robert is an outsider, but he has his music, which could have been his soul. Instead Clay turns Robert into a freak who embarks on a journey into cannabis, ecstasy and the wrong amount. Audio seems to believe in ""refrigeration madness,"" and Robert ends the film as a murderous rapist. One wonders how much experience this young director actually has. No one can save poor Robert. Clay leaves us with the message that young British men are out of control. There is an extremely subtle link with the insurgents in Iraq だ, and we are confronted with explosions and images of war in the course of the nonsensical rape. The film encapsulates the extremism of male peer group members pushed to 妻 limits. The young assailants in London draw parallels to Clay's hateful portrayal of modern men. Clay implies that men just can't save themselves from terrible violence. It is a wonder that the British film industry is permitting money to be invested in films that advocate such divisive propaganda while we in London are still affected by the recent attacks. This is Tony's first film, I'd love it to be his last."	1
This film is terrible. He looks like a litter bin. No crying, no action, hopeless songs. Although the setting is great. I've always wanted to go to Greece. Anyhow, Saif was expected to produce a great performance, but even he has let down the people. Akshay Kumar, known as Bollywood's pimp and the voice of Singh. He was a sensation in that movie. Only for this achievement would Filmfare introduce another award. The toiletries are awarded as the worst performers. The cup should be a toilet seat, by the way. Kareena Kapoor. For a start, she is unlike her sister Karisma. In the game, on the outside or in the body. Now she wants to prove to herself that she can beat them. She's seen in a bikini and tank top, and shorts in the film. I really wonder why Saif Ali Khan lets his future wife dress like that. But, she must have impressed some people to dress like this. And if you ask how, you heed every person who saw this movie. You dream of Kareena Kapoor lying naked with a condom in bed. Including me. Personally, I think she dressed like a whore, but I really liked it. I am forced to give it a 1 / 10, but I would actually give that film a 0 / 10. An unfinished film.	1
Rain or shine outside, one enters a cinema. It makes you happy. (If not, come out immediately.) The light goes out. You settle down with a cup of ice cream. Moving images flicker across the screen. You feel content. And in the darkness you are back at the beginning of time. Sitting by a bonfire... watching the modern version of the flickering flames 24 times a second, and sharing with the rest of his tribe and viewers the pleasure of learning about the unfamiliar twists and turns of the lacht scenario. Those who are not happy with themselves should not post comments. (Long live romantic comedy...)	0
"I haven't seen ""Henry Fool"" yet, but after seeing ""Fay Grim,"" I'm not sure I want to. Perhaps Hartley wants to be the ""anti-thriller"" director - and he was certain of success with this snubbing. Having doubled down on the official description of the woman who discovers her dead husband's manuscript contains material that could pose a risk to national security, I expected a tight-lipped geopolitical drama. Instead, I got an opaque structure, meagre dialogue, sloppy characterizations, a muddled plot and ""tone"" that changed so many times that Hartley could have adapted the script at any time to suit his mood. I can hang on long, with a frustrating, hard-to-understand storyline (e.g. ""Duplication""), because I am having the finished parts coming together at some point. Even if they do not or do not do so, but they do leave questions (e.g. ) and sharp writing, and acting can affect one's own interest. But halfway through ""Fay Grim,"" I had a lethal realisation: I didn't know what was happening, and I didn't care. What a pity, because I do actually like Parker Posey, reduced to working on an absurd figure, who told her to mutate from an indifferent, estranged wife and impartial, clueless mother into a tough, sly, international ""player"" physically capable of man mano mano mano with terrorists. There's also bad casting. Jeff Goldblum may be very good, but he is not capable of overcoming bad decisions as a CIA official. He looks almost as uncomfortable in the role as I watched him in it. His CIA sidekick is worse; he looks like a fugitive from the ""American Idol"" Nächtte quarter-finals (are there really young CIA agents with coarse licks of hair draped over their foreheads?). And then there's the tacky question of the ages of the characters. Goldblum was 54 when he made ""Fay Grim""; Thomas Jay Ryan, who plays ""Henry Fool,"" was 44. None of them looked older, or seemed older than their actual age. But a key part of the story is that, ""in the seventies"" they served as CIA agents in Nicaragua. Goldblum's character would have been in his 20s, Henry Fool would have been a teenager. Was Hartley ""quirky"" or lazy? The problems were too numerous to list..."	1
"I am a Christian... and I think this film is terrible. No one except hard, Bible-adhering Christians is gonna like this movie. The message is just too close to call. To reach a large audience, one must be more subtle. In every scene you cannot ensure that the Father would wiggle the Bible and carry it in his arms. Ridiculous! Bad direction. The report of the disappeared should have been horrific, but it was ridiculous. Do you leave your clothes on the floor? It reminded me of old Ed Wood movies: ""Oh my God! People are missing! "" This scene in the plane is just stupid. Consider this: if you found the clothes of the kinship next to you, you wouldn't just cry ""o my my God."" They disappeared! It's missing! ' And I start crying and shouting. We would deny... to reach that conclusion one would not have come to quickly. See Jodie Foster in FLIGHTPLAN. My favorite picture is the dog sitting on the lawn next to him are lots of clothes and boots. I nearly fell off the sofa and laughed so much. The music was so bad and so distracting. It was as if the composer were standing in his own world and preparing his own films. ""Here's my chance to write a thriller,"" ""here's my chance to get action!"" Stop telling me how I feel JAMES COVELL A good score reinforces everything that happens on screen... this film needed quite an LOWER score, but that was as much for your ears as it was for making plant-shedding stuff. The script was bland. Just like Captain Kirk Cameron. Chelsea was worse: ""Don't get me! People are missing. "" Brad Johnson was laughing. The outstanding performances from both were the Antichrist and the elderly gentleman (I'm sorry, I don't remember their names). ""), the producers and filmmakers and actors are just fooling... saying"" we're going to reach a wide audience ""and"" Brad Johnson is a perennial actor ""and"" that's like a Hollywood movie. "" I came to the conclusion that they simply didn't know what the hell they were doing. I commend those efforts. Getting the message across to the broad public is a fantastic idea. Film is the best medium for this. Watch movies like REDEDWERDEN, WHY, CONTACT, CONTACT, COMMERCE, YES, O'BROTHER, WHERE ART YOU? The bottom line is that the film had to be made by people with talent and vision. Unfortunately, that was not the case."	1
A delightfully whimsical film with enough twists and turns for a bag of pretzels. Parker Posey plays Fay Grim as a sexy, vulnerable, loving mother who may or may not be who she seems. The story is very tongue in cheek < br > and the dialogue skillfully understated. There are hints of humour and intrigue that don't quite tame Posey's characterisation. The supporting cast is superb. The downside? This film needs your full attention almost until we stop and take notes. Posey has more sex appeal when she raises an eyebrow than most actresses all over the body. It is worthwhile, even if you do not understand the description.	0
I suppose any novel as poignant as Moby Dick would not win great popularity with the multi-millionaire audiences fed up with their own difficulties. But any resemblance to the classic Herman Melville novel is pure chance. In fact, the first half of the film is a prequel to the main story as we know it, not a lot of it being kept up for the movie. Ahab Creely (who has a last name and a brother) is the happy but happy man with two legs and intending to marry Joan Bennett, daughter of Dad Mapple. That brother Derek, played by Lloyd Hughes, wants to marry Bennett, too. John Barrymore is Ahab in a quirky performance. Barrymore didn't completely command the sound in cinema, distributing only the silent movie histrionics and a stage voice in the background that shook the movies industry. Ahab lost his leg to the whale Moby Dick and I have to say that the amputation was pretty horrible. That was all before the code. Still, I'm sure viewers shivered. Ahab then made Joan Bennett's eyes unsightly by hunting down a whale he doesn't actually see. Ċ In fact swallowed by the film Moby Dick, there is no female character he wrote. One of the things Melville did was to hire personalities to fill the crew of Ahab's Pequod ship. Unlike cannibal Queequeg, it contains names, but not personalities. Starbuck and Stubbs might as well be Smith and Jones. I would see this version of Moby Dick purely for curiosity and nothing else.	1
"I criticised the film saying: ""If you can get over the moralising..."" That misses the point. Moralization is quasi in the conscience of the viewer. This is a good film with a villain genre of its own, but a dramatic twist halfway around. This leaves the observer asking: ""What would I have done in this position?"" And I think that's all the filmmaker wants to do. This and the entertainment of the audience is wonderful. I also like it that the violence does not take place on stage but only in front of the camera. We know what just happens; it doesn't get served in front of us, then rubbed in our face like it would be today by the blood and limb manufacturing of the present. Incidentally, it is not about violence. The point is the moral dilemma of the protagonist, cleverly, if disturbingly, resolved."	0
The worst film I have ever seen was the camera work, Crappy Filter, the film was grainy, the script was awful, I think it still goes on as predictably was the big fight in the end. .... some fight scenes were okay, I think. ... some scenes were so bad that they were funny. .. how Sorbo keeps and rides the horse in the end. .. LOL I really mean it. A horse? Oh how can one forget the evil assassins rolling around in the same vehicle throughout the movie - one would think that, after killing key witnesses and federal agents, they would have been traced. ETC, ETC really, really don't care about watching him...	1
I remember when this came out, a lot of kids were spoilt for choice. I think I was a little too old to get worried about anyone, and I was a fan of real martial arts films, which I always thought were a little bit cheesy. In the early 1990s we were swamped with programs like these that made children feel like they were fighting and a Power Ranger or on the 3 Ninja equivalent. I think that at some point parents and filmmakers got tired of it just because we actually had nothing left but hitting the kids and beating them all up, 'the 56-year-old said. A lot of children's movies have a big point to make, and it's enjoyable for your children to both see and get that message. This film has no message at all... it just gets a thousand different content in less than 90 minutes. There are no great visual qualities in the film, but should one expect it? The acting is pretty bad. Victor Wong is a cool actor but it was embarrassing to see him here. The short, fat, hairy aged fart as a powerhouse ninja who was just hilarious. The kids overplayed and the youngest Ninja Tum Tum was perhaps the worst child actor I've ever seen. The film has a plot that everyone knows well, even before they've read the reviews. 3 Nintender... well, you know, they will fight a lot of ninjas and obviously win... Needed to say more. Sorry if I spoiled it for someone. With all that has been said, kids will love it. This film is aimed at kids and it could only be fun for the kids. If you do care that your child is watching movies about struggling kids, it is a good movie to watch. If you don't mind watching complete rubbish to your children, that has nothing to do with real martial art, real acting or reality, you've found a movie for your children. I say children because I believe that even the girls will like it... I remember all the girls were in love with Rocky. 2 out of 10 stars, because I think the movie could be great for kids, and also a lot of fun for adults... It's beyond kitsch, it's not original or unique, 玫 ️, and I wouldn't allow any child of me to look at it. .. The TV series Kung Fu is filmed on DVD and there are tons of great Shaw Brothers movies. ... Why don't you show your kids things that actually engage them and mute them along the way, perhaps even teach them a few steps, not just how Grandad kicks a man between the legs when glammed up by three ninjas? .. no no no. .. never kick a man between the legs. .. never. that is so unninja like.	1
"I wish I could give this movie a zero, or even a lower number, because losses are what it deserves. I honestly don't leave a film but it was so terrible I couldn't afford to hold onto it for a minute. Please, please, please - for the sake of humanity - skip this movie. If you want a hot lesbian film you can be truly immersed in, it's not that. It has unattractive, unattractive leads, a bumbling build-up, ridiculous dialogues and it is unconvincing in any other way. It does not provide entertainment at the most basic level. Everything about ""Mango Kiss"" is so stage engineering it's WORSER than any student film I've seen. As if that wasn't enough, the whole film is relying on a constant (and I mean NO) voice rather than narrative. The screenwriter also wrote a novel because people have insisted on telling all of it instead of showing it. We only assumed that Lou and Sassafras were best friends and had a special relationship, even though there was no character development to illustrate that. The film also continues to introduce new characters after the first five minutes, and not naturally, but in the form of freeze shots for the actors whose name is written across the screen. There is no introduction, no character development. However, we do not get to know them well. This is the most amateur film I have ever seen. I am gay, I went to see the movie with my roommate (also gay), and we both thought it was a depressing depiction of queer cinema. I'm drängt beginning to believe right now that lesbian / gay films are a huge part of Christian rock. No matter how cruel it is, people will still approach and stand up for it in droves, regardless of its quality. Please do not rent this room!! Instead, we should be promoting the production of gay and lesbian QUALITY movies by borrowing ""But I Rösler a Cheercommoner"" or ""Fire itzen"" or ""Heavenly Creatures,"" rather than swallowing any mindless tripe (tripe for example) from the gay Insect Community. Queer as Folk)."	1
"The film is far too long, much too repetitive, with the male nudity and sexuality (as they say as gays with their own verantworten adult titles) far too gratuitous and unnecessary. Most of the film's first third could get shortened to ten minutes and it was just as effective without harming the audience's patience (and aversion). I saw this film in an early Saturday afternoon in front of an audience that is interested at film festival in experiments or non-standard films such as one without many dialogue, short films, foreign films. In the first half of the movie, a nearly sold-out audience began pilling into a tally of 275 seats, and although the vast majority opted for ""get out"" (yes, it never actually came), I never did, in about 14 years at any number of film festivals participated in, experimental, homosexual and other, That so many people are rejecting a film. This film could easily have been reduced by more than half and would have been as effective as it was. It could have gone in other directions, with a shorter duration, and it would have been much more effective. The way it is, at the moment you can't readily recommend it or I would like to look at it again."	1
"Roy Rogers plays Jesse James and his cheek-to-cheek gamer Clint Burns. George ""Gabby"" Hayes is an ex-boyfriend of Mr Rogers, Sheriff Gabby. As two reporters looking for stories about the elusive outlaw hero, Gale Storm (Jane Fillmore) and Sally Payne (Polly Morgan) constitute a noteworthy team. Of course, the mistaken identity / imitation is a development of the storyline, since Rogers describes it in his essay ""double function."" Rogers is charming as ever, but there's nothing that elevates his performance above the ordinary - any potential for a memorable Jekyll / Hyde performance will be delivered by poor material. Ms. Storm and Ms. Paye are the better pair for viewing than St. Louis Journal reporters - they're the highlight of the film. The songs are beautiful if poorly synchronized. * * * Jesse James at Bay (1941) Joseph Kane ~ Roy Rogers, George 'Gabby' Hayes, Gale Storm"	1
"I picked that up on the video because Tarantino advised me: ""if (you) don't like that, go out yourself!"" on packaging... seemed like a ringing confirmation.... I expected something similar to ""Death Proof..."" not much actual violence in this one tho, plot, character or dialogue. Look at the poster. It's all there. Stunts and rock. It goes back and forth. A week of the life of a band from Los Angeles who put on a play of magic - on a par with the one you might get at some of the smaller casinos on the Strip, and a stuntman from Australia, new to town... They work, they meet girls, they party. End of story. The band obviously needed this stuff because they are plainly secondary and play a style that was outdated here in 1978. It has to be conceded the stunt muscles of the film are truly spiky - this Australian type is really something and seems largely motivated by love and respect for ""art."" I put them up there to see what crazy thing he was going to do next. I just wish he'd found a better vehicle."	1
I was shocked and surprised by the negative reviews on the Internet; I thought Cinderella 2 (and 3 mins) would be a very sweet and funny sequel for everybody - children and adults... like myself, I'm 22 years old. I find it really informative because it contains teaching how to be true to yourself and follow your heart. I found it very animated and voting pressure was very good; so were the songs Brooke Allison sang. Since this film is set in three flashbacks / stories, my favourite is the story of the time when Jaq the mouse became human through fairy and her magic for one day.	0
Cinderella In my opinion the biggest love book I ever told as a child I loved it as a kid and now love vorläuschte Disney-Meisterwerk. This is one of my favorite films I love Disney. I could keep raving about Cinderella and Disney throughout the day, but I'll give you a brief rundown of the story. When the father of a young girl dies, her mother has to live with her sinister stepmother and her equally ugly and nasty step-sisters Drusilla and Anastasia. Invariably the weakest person who has worked all day repairing the household, the poor Cinderella is merely the small mice running through the house, and their dog Bruno as friends. One day, a letter was sent to her house recommending that all women available attend a royal ball. Cinderella finally realizes her dream, her wish and can witness her inviolable beauty. Her ingenuity and beautiful nature help her to win her prince.	0
"Yet another insult and slap in the face to gay men the world over. This lame attempt at comedy has nothing to recommend it. Once again we have an attractive ""straight"" hero who can't find a woman who cares about him. Yes, right! And finally, we are presented with a ""likeable, attractive"" gay boyfriend who is actually a fat, bald, ugly old man whom the main character is supposed to find attractive. Even I didn't like him and I'm a fat, ugly old gay guy (but thanks God, not the bald one!). One poor screenplay and, indeed, terrible directing dismisses whatever acting talent might be involved. Mr. Sneedeker should be banned from the film business, but he's no different from many of the other hacks working at Hollyweed."	1
"I showed it to my class in Year 6 17 years ago and the students loved it. I thought it was great. The history of the termites and their interaction with their environment is amazing. They are low-cast, they all play their parts well. The clash between the two cold-blooded titans is truly classic stuff. Alan Root did incredibly good cinematography and should have won the Oscar for best documentary film. The copy that I raised with Orson Welles as the narrator (Derek Jacobi) is not alluded to as Sybil's ""Mysterious Castles of Clay"" but is referred to as ""Castles of Clay."" And I think that, with additional star parteises from Welles, and an Oscar push, that must have happened. I was lucky to have just found this VHS. Now it is my children's favorite movie. They've brought him to the recent family celebration rather than a Disney film. If you find this movie, you're really lucky."	0
"What a snoring feast. Of all the nostalgia remakes and new accolades Hollywood has decided on, it is by far one of the most pointless. It was a very meaningless show from the outset and we REALLY do not need a ""modern"" update. Despite the bigotry and sexism that has been embedded in the system from the outset, social issues have progressed so much since the show aired that the show's whole point has been lost (if it has had any at all). Also, what's the point in having a character called Boss Hogg if he's NOT overweight?"	1
"Let's be honest, shall we? Al Gore cares no more about the environment than most people do about the handling of foot fungi. It's a hook! Make no mistake, Al Gore is POLICY. Three years ago he was beaten up in his home state and is in a 55 km / h zone, so he was not in a Hybrid, a Yugo or even a GM metro, but in a LINCOLN (if you want to google it)! Or how about Mr. Gore and his Hollywood pals still taking a private jet full of fidget spinners to the premieres of ""An Inconvenient Truth""? So much for conservation, huh, Al? Anyway, it only takes a minute to subjectively weigh in upon ""An Inconvenient Truth"" and discover the main weakness. While the film depicts seemingly formidable scientists presenting the EFFECTS of the alleged ""global warming"" to the audience, neither scientist can share the alleged impact. For example, I can take a hundred people to a car park 衝and they can show a car that is not driving correctly. But can they tell you with any degree of certainty WHY tent? Generally not! A second mistake. How accurate were the weather instruments 100 years ago (not ah, the toilet had not even been invented then)? What did they have, a June guy in the matchbox? Hell, even 50-60 years ago? How, therefore, do we know with any certainty that the planet is ""warmer"" if the record levels of the past are, at best, highly questionable? Or is this man the sole cause of it? The answer is we do not, because science is NEVER consensus. Thirty years ago, a Time magazine cover proclaimed a ""new ice age."" In truth, any sixth-grade science teacher well versed in earth science will tell you that volcanic eruptions, solar activity and El Ninos have more to do with our climate change than supposed ""global warming."" What Al Gore fails to address adequately is that, even if America decides, fully embracing the gospel, to apolitically do whatever he recommends, how are we to get the rest of the world to join him if we do not even agree on something as obvious as terrorism? A. That's wishful thinking, Mr. Gore & you, the former vice president of the United States, know it! If the producers of ""An Inconvenient Truth"" had been true, they would have had Nasa movie titles such as ""Al Gore Wants Attention."" But what I prefer is to ask the question: why did two of the largest polluters in the world, China and India, distort the Kyoto Agreements? Anyway, I've been told that the producers of A.I.T are working on their forthcoming film titled ""Gnomes, Fairies & Elves: Our Endangered Friends."""	1
This film is nothing if not a waste of time, the plot terrible, the dialogue dreadful. The acting is okay, but the actors have absolutely no plot or script for the work. Photography and some special effects are also okay, but even in this film there is nothing interesting to see. There is no logical continuation of the story; the plot threads are complete nonsense. It's not even scary. If a film is to be frightening, it must have at least a small element of credibility. It's not a credible film at all. There are only three characters in the film. Each figure is flat and has no personality. Most special effects and make-up are either bad or mediocre at best. I hope you've read this and don't waste time on this movie, unless you're curious to see a completely horrible one.	1
"against whom? It doesn't help in Rohmer's case that Syberberg approached them a few years later and wrote a startlingly beautiful work on the same topic (with some help from Wagner). Perhaps the film on its release did not look as miserly as it did without the Syberdic film for comparison, which must have been shot on an even smaller sound stage with fewer resources. I can't really remember right now if there are any horses in this movie. All I have learned is that the German version is pure magic, but this one looks like an archival college production. The music... la musique... wasn't even written on IMDb, but based on ""airing from the 12th and 14th Century"" or so... well, it doesn't really help the film. It sounds wonderfully snotty, authentic and kitschy, comme le pimmage mon cher!!! ""Rohmer is one of those French auteurs who likes to think their leading men aren't attractive and simply unfit for purpose,"" defined me. syberberg's Parsifal was adorable and he can be seen in a video on German telly today selling a bicycle he invented himself. ... I shudder when I think of the Syberberg experience on video. I remember the last time I watched the film in a theatre, the pressure was so bad that it became a five-hour travesty. But even then, it will unfortunately feel it Maß that this version offers. Points for seriousness, for chutzpah, but... the film needed just more money for this Beau coup. It does not look like a medieval manuscript, but like CHEAPO! BON MARCHE!! oh yes, it ends randomly with the going to church and throwing in this cheesy Passion Game... blah!"	1
"I first saw it a few years ago on a Sicilian television station that had since been discontinued. Astonishingly The film emerged as a hefty inexpensive DVD from Criterion: not sure what I'd originally made of it (though over the years I'd become a cult The actual performance is even by genre lovers often regarded with modesty), I have decided not to purchase similar and, unlike other similar for me, Unknown Finding Without An Eater (1958). Recently, I came across The BLOB, a Spanish version of the DVD that, interestingly, can be viewed on 개 Special Edition over the course of two audio montages, but unfortunately I couldn't turn off the Spanish subtitles during playback of the main feature! Anyway, I was very surprised at how well I liked the film's production (despite its many narrative shortcomings, about which I'll return later), and maybe this was just an example of ""B-movie"" looseness (uncharacteristic one-lin合こ in nice tones) and a time capsule, Began describes, and illustrates how social attitudes changed in the late fifties. The male lead role was an early one for Steve (n) McQueen and although the actor looked at it with some disdain, his only contribution to the genre turned out to be quite intriguing: not averse to juvenile kicks, but still an essentially decent (and laut more importantly: altruistic) child. The special effects, depicting the slimy and proliferating being, are not bad by their kind and epoch. The film itself reaches a Razor-like climax 勳, culminating in the monster's intrusion on a cinema (which plays the RUSSION OF THE LORD [1953-1973], as I usamced in the recent Richard Koeck reviews but curiously takes the view through all the film's ranks). Incidentally, will be shown at the opening of a satirical Italian show entitled ""Blob""!). Admittedly the jokes I make with this film are rather limited: it is not a film in which the monster is travelling, but it appears in several parts and is never seen by anyone. It is preposterous to have the town's doctor fire on the blob, as if liquid - however high it might be - could be 18% berg-wiped out! ; it's just as ludicrous to let your teen know about the dangerous nature of this (especially if you think that at this point only McQueen actually saw the monster in action)! An inferior sequel followed in 1972 with the title BEWARE THE BLOB! The original was cut back in 1988 (although I don't promise it for long) but I was far from impressed (although I know Michael Elliott loves it). Note: I follow my own reflection in connection with two more collaborations between Director Yeaworth and producer Jack H. Harris, 4D MAN (1959) and DINOSAURUS! (1960)."	0
"No question the spoilers in this movie, the director hacked us too and spoiled this movie in so many ways. A hilarious rip-off of things like critters and gremlins, the film fails on so many levels to recapture the humour and horrors of those better-than-best films. It turns into a gross waste of time, with bad actors delivering bad dialogue to an idiotic director who occasionally throws stuffed toys to them. They grapple with that toy, over something like ancient Tarzan movies that used rubber crocodiles shaking it while they scream, and strive to make it look slightly threatening. It is painful to watch and doesn't help because the intellectual 80s fashionistas wear the same clothes. Basically some crazy little aliens, trapped in a film by an aging guard, are finally released after decades of captivity and start engaging telepathic with humans. The guard captain, the fool who kicked them out despite repeated warnings, gathers his gang of friends, who leave in their eighties and embark on smaller adventures together, while they attempt to persuade the Grem... Hobgoblins to return. All life here is saved by the gang of a broken-shackled jockey, his girlfriend, the frigid and embittered girlfriend of ""beloved"" and the young hero, a boy lacking confidence who dreams of seeing his girlfriend. First 伯️, there's the notorious rake fight scene, where the ex-military jock reveals how he was trained to be a fighter in the Army, literally punching the annoying football hero with the wrong end of a raय for hours on end. And then some turned round and shut up in a real cake fight, ending in a rioting nightclub where empty hand-grenades blew up everything except those people standing right next to them. Then the film ends, and if that is good it ends. It's not. Like a train crash, you can't shut your eyes, it's that bad. Perfect fare for mystery science theatre, but god forgive, you should try seeing it alone and uncut. The Serious Fraud Office still has a number of outstanding warrants for the performers and I dare not advise anyone to talk openly about the rake fight. On a good day this is at most two out of ten points."	1
"this is the perfect example of something going terribly badly wrong... so can I advise anyone to look at it? ""Well, I was forced to compete in the tiff competition Verfolgung (I still can't believe it).. and stayed until the end because there were directors there, but that was nowhere near as interesting.. what was for that? The first half (the one worth seeing) features three characters: a hooker, a musician and some officer. The first two lie about their jobs. The third one, however, is the real Liar. . for the second half (do something else. t ruin a good evening) includes a few old breasts and a severe alcohol problem. maybe you will see it another way. .. the Tiff jury (drank vodka?)"	1
I suppose he is essentially writing a remake, though there are very few changes that make it worse. SPOILERS: They are very similar to the original. Melody, Ariel's new daughter, is threatened by Haruri's sister Morgana. Morgana escapes, but keeps her promise to take Melody away from her. Did Ursula have a sister?! And the villain wasn't as great as Ursula. There are similarities here. Medoly is kept out on the seashore until Morgana is captured, but she has no idea, as everything realized when she was a baby. The palace is surrounded by a wall to keep it away from the outside and inside. She goes to the bottom of the wall every day to take a bath and talk to Sebastian, who is not as funny and funny as in the original film. She finds a mussel with her name and runs away from home to find answers and finds Morgana. There are similarities here: Morgana tricks Melody and makes her happy by becoming a mermaid. In the meantime Eric, Melody and King Triton are looking for her. To stay a mermaid she must steal the Trident from Triton. So does Melody, because she doesn't know King Triton is her father. She becomes friends with a penguin and walrus, and it's terrible. The penguins, who live with them in the icy ocean, hate them because they are cowards. So they're trying to prove they're heroes and fail. It doesn't fit the Little Mermaid. And the dialogue between the penguins and these two characters while these discussions is bloody around the ears. You know why? Because the first one had a big story. That here is not magic, and it is not. It's just one example of how bad a lot of sequels are. Melody finds her, and they help her prove herself in Atlantica. As they take the trident, Ariel finds melody with Morgana. Melody is angry with her mom for holding her back from the ocean, so she gives Morgana the trident, before revealing her true face when she snaps it. Ariel and Melody are in their custody. The penguin and the walrus start a fight against Morgan's shark-friend. Sorry I didn't mention it before. They are finally proving themselves. Eric, King Triton and his soldiers arrive, but are forced to kneel before Morgana by the might of the Trident. Melody takes him, throws him at Triton and he rings in Morgana (literally). Ariel then apologises to Melody and thinks it is all her fault. It wasn't! Ariel did the right thing to protect Melody, but they never say that. Triton offers the possibility to live both in the sea and on land. It actually has' a better idea '. She uses the trident to vaporise the wall to allow humans and animals to be together. Then everyone sings a horrible song. THE END. If you have seen it and like it, you have obviously never seen the original. I don't like that because I'm a teenager. I liked it when I was very little. And then when I got older, I realised what's bad about this film. The small old children will enjoy it but they are likely to forget about it when they get to elementary school. Normally I'd think that I'd overrated a movie, and it was better than I would remember to check it out, but not this. It's even worse. History is no exception. If atzung believing if you read this story through, read those comments more closely and you will know some bad points: Well, you know this story now. I'm sorry you spoiled it, but I must point out a couple of weak points. One of the worst things is the animation. Colour is terrible. The original had a beautiful color. Seeing that almost blinded me. The illustrations and landscape design weren't good, either. The original patterns had beautiful, magical color schemes and beautiful underwater landscapes as well as for the land, and it was a pleasure to watch her do so. The music is unbearable. The music here is crap compared to the first. The songs are not well composed and Tara Strong (I think that was her name), who cannot sing Melody, doesn't do it either. She was sometimes singing too high and didn't follow the melody in the song. So much for the melody, and the music itself is not at all beautiful or touching. That is why Little Mermaid 1 won the Oscar, and she truly deserved it. In another film, if this coward existed, he would have deserved the big prize for the worst score. I didn't like the votes. Several people who have played characters from the first page did the same thing. Jodi Benson is an excellent singer, but now that her voice is older, it doesn't fit her. Too deep, no longer beautiful. I'm really disappointed in her and others who were part of that group. If I were picked for this movie just by reading the script, I'd clearly think it would be a bad movie. The characters are different now. Ariel is cleverer now but annoying. They took her character to the extreme and made her mature. In instalments, the characters may only be selected when there is a special reason. In the first she was sixteen. The probability that it will change is slim. In this phase, you become the person you will be for the rest of your life. Screenwriters should remember that. You should think of the character. I suppose it was. I hope you will find my comments useful because I am sure many of you will agree with my position.	1
"Great movie - especially the music - Etta James - ""Finally."" That speaks volumes when you finally find that special man."	1
"I think it was overrated PG-13 crap! At least the performance of BRITTANY SNOW was good, others like IDRIS ELBA were Pfermoff, but the teenagers in the prom like the lead students were not as convincing. The murderer was so stupid and he looked so stupid. The dead were stupid, dull and utterly unoriginal. The film was also very boring and very overrated. It wasn't exciting at all, I nearly fell asleep. It will be another bad PG-13 movie, another terrible IMO. The ending was so stupid and the climax so hurried and boring. The film is also quite slow. Perhaps, the only good thing about this ""Shitty"" party is that BRITTANY SNOW did indeed perform well, as did IDRIS ELBA, but otherwise it was a disaster film and a horrific remake. Well, that's just my opinion. I gave a 2 / 10."	1
